collection,sms_txt_dirty,sms_txt_clean,collection_log
ham,Also that chat was awesome but don't make it regular unless you can see her in person,also chat awesom make regular unless see person,1
ham,That's significant but dont worry.,that signific dont worry.,1
ham,That's cause your old. I live to be high.,that caus old. live high.,1
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........","waqt se pehl naseeb se zyada kisi ko kuch nahi milta,zindgi wo nahi jo hum socht hai zindgi wo hai jo ham jeetey hai..........",1
ham,On the way to office da..,way offic da..,1
ham,In which place do you want da.,place want da.,1
ham,This pain couldn't have come at a worse time.,pain come wors time.,1
ham,Ok...,ok...,1
ham,Should I be stalking u?,stalk u?,1
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,sorri dude. dont know forgot. even dan remind me. sorry. hope guy fun.,1
ham,Ok lor.,ok lor.,1
ham,Apps class varaya elaya.,app class varaya elaya.,1
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,xmas stori peace.. xmas msg love.. xmas miracl jesus.. hav bless month ahead &amp; wish u merri xmas...,1
spam,"URGENT! Your mobile number *************** WON a Â£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm","urgent! mobil number *************** â£2000 bonus caller prize 10/06/03! 2nd attempt reach you! call 09066368753 asap! box 97n7qp, 150ppm",0
ham,That day you asked about anand number. Why:-),day ask anand number. why:-),1
ham,Am surfing online store. For offers do you want to buy any thing.,surf onlin store. offer want buy thing.,1
ham,Long beach lor. Expected... U having dinner now?,long beach lor. expected... u dinner now?,1
ham,At home by the way,home way,1
ham,We are both fine. Thanks,fine. thank,1
ham,What happen to her tell the truth,happen tell truth,1
ham,Do you like Italian food?,like italian food?,1
ham,Which is weird because I know I had it at one point,weird know one point,1
ham,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,aww must near dead!wel jez iscom todo workand whilltak forever!,1
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,tell friend plan valentin day @ &lt;url&gt;,1
ham,"Alright, see you in a bit","alright, see bit",1
ham,Cheers for the message Zogtorius. IÂve been staring at my phone for an age deciding whether to text or not.,cheer messag zogtorius. iâv stare phone age decid whether text not.,1
ham,I will take care of financial problem.i will help:),take care financi problem.i help:),1
ham,Tell dear what happen to you. Why you talking to me like an alian,tell dear happen you. talk like alian,1
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,doubl min & txts orang 1/2 price linerent - motorola sonyericsson b/tooth free-nokia free call mobileupd8 08000839402 or2optout/hv9d,0
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)","1) go write msg 2) put dictionari mode 3)cover screen hand, 4)press &lt;#&gt; . 5)gentli remov ur hand.. interesting..:)",1
ham,Okie...,okie...,1
ham,"Hi this is yijue, can i meet u at 11 tmr?","hi yijue, meet u 11 tmr?",1
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,posibl dnt live &lt;#&gt; centuri cm frwd n thnk differ,1
ham,But i dint slept in afternoon.,dint slept afternoon.,1
ham,That seems unnecessarily affectionate,seem unnecessarili affection,1
ham,Yar else i'll thk of all sorts of funny things.,yar els i'll thk sort funni things.,1
ham,You will be in the place of that man,place man,1
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 Â£3 ","download mani rington u like restrictions, 1000s 2 choose. u even send 2 yr buddys. txt sir 80082 â£3",0
ham,Thats cool. How was your day?,that cool. day?,1
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,pleas call 08712402902 immedi urgent messag wait you.,0
ham,R we going with the  &lt;#&gt;  bus?,r go &lt;#&gt; bus?,1
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*","hello, love ! went day ? alright ? think you, sweet send jolt heart remind ... love you! hear ? scream across sea world hear. ahmad al hallaq love ! own ! *possess passion kiss*",1
ham,No..he joined today itself.,no..h join today itself.,1
ham,Okay same with me. Well thanks for the clarification,okay me. well thank clarif,1
ham,I'll talk to the others and probably just come early tomorrow then,i'll talk other probabl come earli tomorrow,1
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic","spook mob halloween collect logo & pic messag plus free eeri tone, txt card spook 8007 zed 08701417012150p per logo/p",0
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.","money issu weigh thank you, breath easier now. i.ll make sure dont regret it. thanks.",1
ham,Hi. I'm sorry i missed your call. Can you pls call back.,hi. i'm sorri miss call. pls call back.,1
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,doing? hope settl new school year. wishin gr8 day,1
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088","fantasi footbal back tv. go sky gamestar sky activ play â£250k dream team. score start saturday, regist now!ski opt 88088",0
ham,Ok then no need to tell me anything i am going to sleep good night,ok need tell anyth go sleep good night,1
ham,Ok try to do week end course in coimbatore.,ok tri week end cours coimbatore.,1
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,tone club: sub expir 2 re-sub repli monoc 4 mono polyc 4 poli 1 week @ 150p per week txt stop 2 stop msg free stream 0871212025016,0
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),v nice! 2 sheffield tom 2 air opinion categori 2 b use 2 measur ethnic next census. busi transcribing. :-),1
ham,If you r @ home then come down within 5 min,r @ home come within 5 min,1
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8","boy love gal. propsd bt didnt mind. gv lv lttrs, bt frnds threw thm. boy decid 2 aproach gal , dt time truck speed toward gal. wn 2 hit girl,d boy ran like hell n save her. ask hw cn u run fast? boy repli ""boost secret energy"" n instant girl shout ""our energy"" n thi live happili 2gthr drink boost evrydi moral story:- hv free msgs:d;): gud ni8",1
ham,"That day Ã¼ say Ã¼ cut ur hair at paragon, is it called hair sense? Do Ã¼ noe how much is a hair cut? ","day ã¼ say ã¼ cut ur hair paragon, call hair sense? ã¼ noe much hair cut?",1
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho","hmm, mani unfortunately... pic obvious arent hot cakes. kinda fun tho",1
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,watch tv lor... funni bluff 4 wat. izzit thk imposs us?,1
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,xmas prize draws! tri contact u. today draw show â£2000 prize guaranteed. call 09058094565 land line. valid 12hrs,0
ham,Dunno lei he neva say...,dunno lei neva say...,1
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,thanx 4 2day! u r goodmat think ur rite sary! asusual!1 u cheer up! love u franyxxxxx,1
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,i'm way home. went chang batt 4 watch go shop bit lor.,1
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,yes! place town meet excit adult singl uk. txt chat 86688 now! 150p/msg.,0
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com","hi, mobil no. &lt;#&gt; ad contact list www.fullonsms.com great place send free sms peopl visit fullonsms.com",1
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.","good even sir, hope nice day. want bring notic late pay rent past month pay $ &lt;#&gt; charge. felt would inconsider nag someth give great cost that didnt speak up. howev recess wont abl pay charg month henc askin well ahead month end. pleas help. thank everything.",1
ham,"If i let you do this, i want you in the house by 8am.","let this, want hous 8am.",1
ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn","best line said love: . ""i wait till day forget u day u realiz u cannot forget me.""... gn",1
ham,I will reach before ten morning,reach ten morn,1
ham,Your pussy is perfect!,pussi perfect!,1
ham,"Sorry, I'll call later","sorry, i'll call later",1
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p","someon contact date servic enter phone becausethey fanci you! find call landlin 09058098002. pobox1, w14rg 150p",0
ham,No message..no responce..what happend?,message..no responce..what happend?,1
ham,Also where's the piece,also where piec,1
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..","wiskey brandi rum gin beer vodka scotch shampain wine ""kudi""yarasu dhina vaazhthukkal. ..",1
ham,Boo. How's things? I'm back at home and a little bored already :-(,boo. how things? i'm back home littl bore alreadi :-(,1
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,first gain &lt;#&gt; kg sinc took in. second done blood sugar tests. ok blood pressur within normal limit worri,1
ham,PICK UR FONE UP NOW U DUMB?,pick ur fone u dumb?,1
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.","thank da thangam, feel happi dear. also miss da.",1
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ","okey doke. i'm home, dress cos lay around ill! speak later bout time stuff.",1
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,run away frm u... walk slowli &amp; kill u care enough stop me...,1
ham,"Babe, I'm back ... Come back to me ...","babe, i'm back ... come back ...",1
ham,Well you told others you'd marry them...,well told other marri them...,1
ham,Neshanth..tel me who r u?,neshanth..tel r u?,1
ham,YO YO YO BYATCH WHASSUP?,yo yo yo byatch whassup?,1
ham,Oh... Kay... On sat right?,oh... kay... sat right?,1
ham,Hi! This is Roger from CL. How are you?,hi! roger cl. you?,1
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),babe: u want dont u baby! im nasti thing 4 filthyguys. fanci rude time sexi bitch. go slo n hard! txt xxx slo(4msgs),0
